BrierRandom,QuestionId,sample,RepRandom,best
0.0627703186126598,154,9,-0.23000066558,5
0.00579007383834583,154,10,-0.14911945708,5
0.259184918305108,156,1,-0.5077795628,5
0.136177373572965,156,2,-0.5,5
0.125986286101935,156,3,-0.44464822058,5
0.140336751670698,156,4,-0.458106463,5
0.0872911884046648,156,5,-0.5,5
0.151929009770875,156,6,-0.45726281562,5
0.25176080917815,156,7,-0.45203583278,5
0.158072041519262,156,8,-0.47971106378,5
0.249187788965715,156,9,-0.45578583278,5
0.0846332807315596,156,10,-0.45726281562,5
0.326195795858529,157,1,-0.417825149,5
0.220024820985704,157,2,-0.47436183128,5
0.253559419157862,157,3,-0.45821444414,5
0.0675950674690846,157,4,-0.50857251506,5
0.173020372815165,157,5,-0.40928407568,5
0.234213150306423,157,6,-0.49194589534,5
0.171771997443113,157,7,-0.48375,5
0.123676319398481,157,8,-0.44832664794,5
0.249764705172518,157,9,-0.5240295628,5
0.252518857640178,157,10,-0.45203583278,5
0.374137170487658,159,1,-0.4532257024,5
0.294846440990649,159,2,-0.5,5
0.489623496517741,159,3,-0.5,5
0.374386972635967,159,4,-0.44034504892,5
0.362297046838306,159,5,-0.48454295226,5
0.507902964167963,159,6,-0.44665384112,5
0.337363783915234,159,7,-0.48454295226,5
0.398896387785742,159,8,-0.48829295226,5
0.279741610101318,159,9,-0.50375,5
0.355788085311093,159,10,-0.48829295226,5
0.212840424514136,164,1,-0.46166510574,5
0.458178576290515,164,2,-0.46253126536,5
0.562744494876921,164,3,-0.40638792244,5
0.36497189896362,164,4,-0.4843701057,5
0.432411627739893,164,5,-0.4274446213,5
0.268626931381385,164,6,-0.44355210042,5
0.453759899600413,164,7,-0.47282061464,5
0.353032452288109,164,8,-0.39937868216,5
0.384784608351165,164,9,-0.41652531772,5
0.291080946513497,164,10,-0.43576468166,5
0.235706794523239,165,1,-0.45541728452,5
0.191579563292557,165,2,-0.41943669508,5
0.193442529825281,165,3,-0.39159000528,5
0.164532771796903,165,4,-0.39513082594,5
0.220955741887241,165,5,-0.42180809478,5
0.205345099171092,165,6,-0.5018495766,5
0.149830610769662,165,7,-0.40953124934,5
0.140163727186164,165,8,-0.44961898716,5
0.25297487522793,165,9,-0.44796354052,5
0.253406616184851,165,10,-0.4171791233,5
0.0488407130027769,166,1,-0.3905798007,5
0.0452798494200387,166,2,-0.47835945152,5
0.0260270813920504,166,3,-0.47555673054,5
0.0329145929220095,166,4,-0.43951789182,5
0.0239067717606703,166,5,-0.4781757794,5
0.0962720733850743,166,6,-0.43531086308,5
0.108142091586585,166,7,-0.42277445552,5
0.10656901414469,166,8,-0.46946339466,5
0.0939456440364,166,9,-0.38347949878,5
0.0487074168044763,166,10,-0.42376042288,5
0.427463362642646,168,1,-0.3473533204,5
0.371595906175033,168,2,-0.4219326116,5
0.441263069766585,168,3,-0.38216806222,5
0.405476983800919,168,4,-0.50559244724,5
0.356546870827767,168,5,-0.41290828844,5
0.372904544784486,168,6,-0.52595808852,5
0.301376768822872,168,7,-0.45586542714,5
0.325896644329986,168,8,-0.42427563336,5
0.41131731575767,168,9,-0.38495625306,5
0.32835775739283,168,10,-0.471542732,5
0.23046365021449,169,1,-0.31160117564,5
0.153851926251373,169,2,-0.33510900024,5
0.103855097052227,169,3,-0.2454570152,5
0.166824537012856,169,4,-0.22366497118,5
0.10228680069307,169,5,-0.2688079651,5
0.1516049502022,169,6,-0.41867985236,5
0.145730086114762,169,7,-0.17989125764,5
0.112831336628398,169,8,-0.24526913528,5
0.0799036388572061,169,9,-0.23943235858,5
0.0724722641004749,169,10,-0.28776827356,5
