BrierBest,BrierRest,BrierAll,BrierMP,QuestionID,BrierNotWorst,RepBest
0.0177474800885947,0.0254597686086795,0.0248501780823371,0.0490786083414721,5,0.0258863985317971,-0.49274744484
0.618551525897141,0.683153555390399,0.67624243727556,0.806145613426811,24,0.684781698072113,-0.49274744484
0.0578337440153069,0.113009323380972,0.0693808881235542,0.0395163322947359,36,0.113009323380972,-0.5
0.0173230764360722,0.00343362760615252,0.00828147669940276,0.00195399710982665,38,0.00343362760615252,-0.5
0.01701902273999,0.11261412657578,0.0920480851849346,0.0487872837609068,41,0.109597392189948,-0.5
0.431507809265216,0.420770077889216,0.437420299014996,0.376694416807041,43,0.423245198134944,-0.49274744484
0.429105359242596,0.366749127290826,0.370215735147958,0.267498418912523,44,0.377205001905353,-0.49274744484
0.282215362606296,0.256806143659061,0.275961785890238,0.351697245674215,45,0.239430364008196,-0.49274744484
0.0817469543660404,0.100417918426957,0.099311676731849,0.0611105855333824,46,0.0962415696663106,-0.49274744484
0.23045927323602,0.327657941214635,0.283117248609789,0.159932259408813,47,0.401234347678982,-0.49274744484
0.048690682612438,0.208540198512134,0.092044706459171,0.0573550883240132,48,0.208540198512134,-0.49375
0.275149665832171,0.212761918106794,0.187205797478718,0.141521320759797,50,0.220007924235087,-0.49274744484
0.363139016929402,0.387700182235959,0.388637386206289,0.286481218293493,56,0.395097212085094,-0.49274744484
0.00821379359766907,0.0462213938812688,0.00932717295266688,0.00951962088018159,65,0.038738511733059,-0.42760529055
0.0468291823028222,0.0580211438132187,0.0536976897814184,0.0209074975272834,66,0.0516847711595058,0.14563303139
0.33605359970958,0.298410803176009,0.289650050717655,0.245284860445241,71,0.284628539856467,-0.49274744484
0.0248450403025481,0.016147845654509,0.0126890655615719,0.0022118243056246,102,0.0131976185395095,-0.49274744484
0.453147746791022,0.295550819110354,0.314531844981333,0.192947668607538,106,0.290860620202361,-0.49274744484
0.210233981068186,0.184389371301188,0.170057290622098,0.326005594705975,107,0.194827741573353,-0.46549674652
0.568029300217469,0.150466997886798,0.152027444331018,0.049620639497292,108,0.144850294424382,-0.42782070603
0.4745599737899,0.189750282371059,0.198661536613659,0.10319802423228,109,0.190559630764499,-0.44411078952
0.0718467060187659,0.0807845653006337,0.0832394016833935,0.0530524758324778,110,0.0844499306280714,-0.34610009133
0.21299805869381,0.139087466170999,0.140586996378069,0.283973552857518,112,0.141681943142306,-0.4197903434
0.0691565210335418,0.0921358613482073,0.0953397900443584,0.0547457176280559,122,0.0944930819318808,-0.41628447576
0.0599050298525818,0.0430310232571476,0.0408125497240093,0.0607252877322206,126,0.0452246625675807,-0.40453436355
0.173893959880037,0.144351766224079,0.145005142295363,0.13267008936988,127,0.145692023842723,-0.40519447375
0.360154333352327,0.299013291691388,0.303304490365285,0.251502733120163,129,0.310069295758302,-0.40519447375
0.265428384977857,0.240047943906091,0.247697295188757,0.34016716158225,130,0.238893391376354,-0.38464603016
0.155877102207974,0.0357088966831488,0.0400416923701654,0.0290735252207598,131,0.0431592389651115,-0.11260307219
0.0357577482763153,0.234474850037648,0.159107849393948,0.0524473335917938,139,0.118853260299477,-0.02453410706
0.403722092942789,0.346608649278912,0.35411768455135,0.257772127956256,140,0.356782962361229,-0.00922660540000001
0.253939546466542,0.203816540936628,0.219210327446542,0.175606401420531,142,0.214227943674268,-0.38464603016
0.0558677161075444,0.0269500798976823,0.023202716112576,0.0176286901918037,143,0.0251636054175826,-0.38464603016
0.188963076042837,0.225351588673169,0.199917680106797,0.0968222648925335,147,0.222130039610498,-0.3842216593
0.0346931158639342,0.0338907808804911,0.0250113248114986,0.00462619289671193,150,0.0254835063241147,-0.39117983207
0.0347181589700096,0.0889483946311265,0.0831975225641009,0.0654210902230803,154,0.0754929892759737,-0.04969943891
0.206629956182865,0.125410663974844,0.123042655517602,0.0653079188576641,156,0.124567703625817,-0.38835213269
0.262563890340017,0.238675204693987,0.231683071902779,0.133673793494572,157,0.243730417023395,-0.38835213269
0.389540042912238,0.293395809719337,0.310969484923158,0.52031899396406,159,0.313513077192211,-0.39573373648
0.448287223873766,0.394045209817929,0.389995786625871,0.389638857188963,164,0.400002215888324,-0.34218640832
0.0917927136747728,0.0646840547245385,0.070359979363501,0.0941206717543988,166,0.0779942473974771,-0.31949068375
0.397491798697305,0.298491700968747,0.290581553343496,0.409319452261663,168,0.298924574486519,-0.31686734007
0.0784771647557744,0.201617263732319,0.183557541078688,0.0452203426634574,169,0.179892096641439,-0.03964032289
0.481186916635666,0.714421429874871,0.581286510918107,0.723385723731273,170,0.544711174421967,-0.3096674471
0.0179544662214949,0.0202336834829955,0.0156457352812819,0.00338720184038641,172,0.0176119941145322,0.01669326931
0.135431045937145,0.150743241599721,0.141355504120148,0.183435817325952,177,0.125753472392193,-0.34151733341
0.286666802724641,0.256739564652451,0.256097741227833,0.130666967715863,178,0.275468921743491,-0.3132380796
0.00752126107004737,0.0103616519016379,0.00897590301591961,0.00551019522284933,179,0.00970666021445213,-0.29701561691
0.199085835141823,0.294956996291429,0.29637183625702,0.215358459328921,181,0.305508387059023,-0.30933180992
0.131703139550123,0.185730960595079,0.181341110329742,0.0884321133928844,183,0.185334888903696,-0.28095522197
0.284607543129595,0.224153300874601,0.220458667849587,0.40440685349938,184,0.225921218248435,-0.28122203057
0.0731569193066113,0.082585822727322,0.064229255316675,0.093161206673897,186,0.0750426894741452,-0.27199986634
0.277321528322666,0.224954636644081,0.221950244853223,0.255564820425577,188,0.248917222046719,-0.27240705909
0.211308723729482,0.225278524451034,0.222396371408876,0.141031450406815,189,0.209304858646126,-0.25585457084
0.182174475368188,0.1621627835154,0.153174177291802,0.119008246684348,190,0.163505858164889,-0.26762946053
